Calories,Protein,Fat,Sodium,Fiber,Carbohydrates,Sugars,Shelf,Potassium,Vitamins,Weight,Cups
0.45454545454545453,0.6,0.4,0.46875,0.14285714285714285,0.5416666666666666,0.4375,0.5,0.29003021148036257,0.25,0.8,0.6679999999999999
0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0625,1.0,0.04833836858006042,0.0,0.6,0.8
0.0,0.2,0.0,0.0,0.07142857142857142,0.4583333333333333,0.0625,1.0,0.1540785498489426,0.0,0.6,0.0
0.45454545454545453,0.6,0.2,0.421875,0.14285714285714285,0.625,0.4375,1.0,0.33534743202416917,0.25,0.8,0.6
0.5454545454545454,0.2,0.4,0.625,0.07142857142857142,0.625,0.5625,1.0,0.0,0.25,0.8,0.7
0.36363636363636365,0.2,0.2,0.625,0.2857142857142857,0.6666666666666666,0.4375,0.0,0.3806646525679758,0.25,0.8,0.6679999999999999
0.5454545454545454,0.2,0.0,0.875,0.0,0.9583333333333334,0.25,0.0,0.07854984894259819,0.25,0.8,0.8
0.45454545454545453,0.2,0.0,0.59375,0.07142857142857142,0.7916666666666666,0.375,1.0,0.24471299093655588,0.25,0.8,0.7
0.9090909090909091,0.6,0.6,0.296875,0.21428571428571427,0.7083333333333334,0.75,1.0,0.5166163141993958,0.25,0.0,0.0
0.9090909090909091,0.6,0.6,0.46875,0.21428571428571427,0.7083333333333334,0.75,1.0,0.5166163141993958,0.25,0.0,0.0
0.5454545454545454,0.0,0.0,0.75,0.0,1.0,0.1875,0.0,0.09365558912386707,0.25,0.8,0.852
0.45454545454545453,0.4,0.2,0.71875,0.21428571428571427,0.75,0.25,0.0,0.3504531722054381,0.25,0.8,0.6679999999999999
0.45454545454545453,0.6,0.2,0.0,0.0,0.7083333333333334,0.25,0.5,0.29003021148036257,0.25,0.8,0.0
0.45454545454545453,0.4,0.0,0.25,0.07142857142857142,0.9166666666666666,0.0625,0.5,0.0,0.0,0.8,0.8
0.45454545454545453,0.8,0.4,0.0,0.19285714285714287,0.0,0.0,0.0,0.33534743202416917,0.0,0.8,0.6679999999999999
